scenario,tsa_num,sawnwood,panels,otherirw,pulppaper,bioenergycommodities,bioenergyharvest,bioenergyharvestresidue,bioenergymillresidue
CBM_B_HWP_LLP,40.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_B_HWP_LLP,41.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_B_HWP_LLP,43.0,0.6960649,0.6960649,0.6960649,1.807193,0.6960649,0.6960649,0.6960649,0.6960649
CBM_B_HWP_LLP,44.0,1.870824,1.870824,1.870824,4.857219,1.870824,1.870824,1.870824,1.870824
CBM_B_HWP_LLP,45.0,1.846037,1.846037,1.846037,4.792866,1.846037,1.846037,1.846037,1.846037
CBM_C_HWP_Base,1.0,1.023576,1.023576,1.023576,2.65751,1.023576,1.023576,1.023576,1.023576
CBM_C_HWP_Base,2.0,0.4405597,0.4405597,0.4405597,1.143825,0.4405597,0.4405597,0.4405597,0.4405597
CBM_C_HWP_Base,3.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_Base,4.0,0.5583216,0.5583216,0.5583216,1.44957,0.5583216,0.5583216,0.5583216,0.5583216
CBM_C_HWP_Base,5.0,1.831981,1.831981,1.831981,4.756373,1.831981,1.831981,1.831981,1.831981
CBM_C_HWP_Base,7.0,1.831782,1.831782,1.831782,4.755856,1.831782,1.831782,1.831782,1.831782
CBM_C_HWP_Base,8.0,1.845085,1.845085,1.845085,4.790395,1.845085,1.845085,1.845085,1.845085
CBM_C_HWP_Base,9.0,0.524078,0.524078,0.524078,1.360664,0.524078,0.524078,0.524078,0.524078
CBM_C_HWP_Base,10.0,1.858704,1.858704,1.858704,4.825753,1.858704,1.858704,1.858704,1.858704
CBM_C_HWP_Base,11.0,0.8473631,0.8473631,0.8473631,2.200009,0.8473631,0.8473631,0.8473631,0.8473631
CBM_C_HWP_Base,12.0,1.838402,1.838402,1.838402,4.773042,1.838402,1.838402,1.838402,1.838402
CBM_C_HWP_Base,13.0,0.5842435,0.5842435,0.5842435,1.516872,0.5842435,0.5842435,0.5842435,0.5842435
CBM_C_HWP_Base,14.0,1.864804,1.864804,1.864804,4.841589,1.864804,1.864804,1.864804,1.864804
CBM_C_HWP_Base,15.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_Base,16.0,0.5446209,0.5446209,0.5446209,1.413999,0.5446209,0.5446209,0.5446209,0.5446209
CBM_C_HWP_Base,17.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_Base,18.0,1.849771,1.849771,1.849771,4.802559,1.849771,1.849771,1.849771,1.849771
CBM_C_HWP_Base,19.0,0.7623888,0.7623888,0.7623888,1.97939,0.7623888,0.7623888,0.7623888,0.7623888
CBM_C_HWP_Base,20.0,0.52898,0.52898,0.52898,1.373391,0.52898,0.52898,0.52898,0.52898
CBM_C_HWP_Base,21.0,1.007292,1.007292,1.007292,2.615232,1.007292,1.007292,1.007292,1.007292
CBM_C_HWP_Base,22.0,1.491316,1.491316,1.491316,3.871904,1.491316,1.491316,1.491316,1.491316
CBM_C_HWP_Base,23.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_Base,24.0,1.829471,1.829471,1.829471,4.749856,1.829471,1.829471,1.829471,1.829471
CBM_C_HWP_Base,25.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_Base,26.0,1.868147,1.868147,1.868147,4.85027,1.868147,1.868147,1.868147,1.868147
CBM_C_HWP_Base,27.0,0.5001675,0.5001675,0.5001675,1.298585,0.5001675,0.5001675,0.5001675,0.5001675
CBM_C_HWP_Base,29.0,1.842447,1.842447,1.842447,4.783545,1.842447,1.842447,1.842447,1.842447
CBM_C_HWP_Base,30.0,1.277445,1.277445,1.277445,3.316632,1.277445,1.277445,1.277445,1.277445
CBM_C_HWP_Base,31.0,1.480311,1.480311,1.480311,3.843332,1.480311,1.480311,1.480311,1.480311
CBM_C_HWP_Base,33.0,0.9208889,0.9208889,0.9208889,2.390904,0.9208889,0.9208889,0.9208889,0.9208889
CBM_C_HWP_Base,37.0,0.7066677,0.7066677,0.7066677,1.834721,0.7066677,0.7066677,0.7066677,0.7066677
CBM_C_HWP_Base,38.0,1.209529,1.209529,1.209529,3.140301,1.209529,1.209529,1.209529,1.209529
CBM_C_HWP_Base,39.0,1.055486,1.055486,1.055486,2.740358,1.055486,1.055486,1.055486,1.055486
CBM_C_HWP_Base,40.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_Base,41.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_Base,43.0,0.6960649,0.6960649,0.6960649,1.807193,0.6960649,0.6960649,0.6960649,0.6960649
CBM_C_HWP_Base,44.0,1.870824,1.870824,1.870824,4.857219,1.870824,1.870824,1.870824,1.870824
CBM_C_HWP_Base,45.0,1.846037,1.846037,1.846037,4.792866,1.846037,1.846037,1.846037,1.846037
CBM_C_HWP_LLP,1.0,1.023576,1.023576,1.023576,2.65751,1.023576,1.023576,1.023576,1.023576
CBM_C_HWP_LLP,2.0,0.4405597,0.4405597,0.4405597,1.143825,0.4405597,0.4405597,0.4405597,0.4405597
CBM_C_HWP_LLP,3.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_LLP,4.0,0.5583216,0.5583216,0.5583216,1.44957,0.5583216,0.5583216,0.5583216,0.5583216
CBM_C_HWP_LLP,5.0,1.831981,1.831981,1.831981,4.756373,1.831981,1.831981,1.831981,1.831981
CBM_C_HWP_LLP,7.0,1.831782,1.831782,1.831782,4.755856,1.831782,1.831782,1.831782,1.831782
CBM_C_HWP_LLP,8.0,1.845085,1.845085,1.845085,4.790395,1.845085,1.845085,1.845085,1.845085
CBM_C_HWP_LLP,9.0,0.524078,0.524078,0.524078,1.360664,0.524078,0.524078,0.524078,0.524078
CBM_C_HWP_LLP,10.0,1.858704,1.858704,1.858704,4.825753,1.858704,1.858704,1.858704,1.858704
CBM_C_HWP_LLP,11.0,0.8473631,0.8473631,0.8473631,2.200009,0.8473631,0.8473631,0.8473631,0.8473631
CBM_C_HWP_LLP,12.0,1.838402,1.838402,1.838402,4.773042,1.838402,1.838402,1.838402,1.838402
CBM_C_HWP_LLP,13.0,0.5842435,0.5842435,0.5842435,1.516872,0.5842435,0.5842435,0.5842435,0.5842435
CBM_C_HWP_LLP,14.0,1.864804,1.864804,1.864804,4.841589,1.864804,1.864804,1.864804,1.864804
CBM_C_HWP_LLP,15.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_LLP,16.0,0.5446209,0.5446209,0.5446209,1.413999,0.5446209,0.5446209,0.5446209,0.5446209
CBM_C_HWP_LLP,17.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_LLP,18.0,1.849771,1.849771,1.849771,4.802559,1.849771,1.849771,1.849771,1.849771
CBM_C_HWP_LLP,19.0,0.7623888,0.7623888,0.7623888,1.97939,0.7623888,0.7623888,0.7623888,0.7623888
CBM_C_HWP_LLP,20.0,0.52898,0.52898,0.52898,1.373391,0.52898,0.52898,0.52898,0.52898
CBM_C_HWP_LLP,21.0,1.007292,1.007292,1.007292,2.615232,1.007292,1.007292,1.007292,1.007292
CBM_C_HWP_LLP,22.0,1.491316,1.491316,1.491316,3.871904,1.491316,1.491316,1.491316,1.491316
CBM_C_HWP_LLP,23.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_LLP,24.0,1.829471,1.829471,1.829471,4.749856,1.829471,1.829471,1.829471,1.829471
CBM_C_HWP_LLP,25.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_LLP,26.0,1.868147,1.868147,1.868147,4.85027,1.868147,1.868147,1.868147,1.868147
CBM_C_HWP_LLP,27.0,0.5001675,0.5001675,0.5001675,1.298585,0.5001675,0.5001675,0.5001675,0.5001675
CBM_C_HWP_LLP,29.0,1.842447,1.842447,1.842447,4.783545,1.842447,1.842447,1.842447,1.842447
CBM_C_HWP_LLP,30.0,1.277445,1.277445,1.277445,3.316632,1.277445,1.277445,1.277445,1.277445
CBM_C_HWP_LLP,31.0,1.480311,1.480311,1.480311,3.843332,1.480311,1.480311,1.480311,1.480311
CBM_C_HWP_LLP,33.0,0.9208889,0.9208889,0.9208889,2.390904,0.9208889,0.9208889,0.9208889,0.9208889
CBM_C_HWP_LLP,37.0,0.7066677,0.7066677,0.7066677,1.834721,0.7066677,0.7066677,0.7066677,0.7066677
CBM_C_HWP_LLP,38.0,1.209529,1.209529,1.209529,3.140301,1.209529,1.209529,1.209529,1.209529
CBM_C_HWP_LLP,39.0,1.055486,1.055486,1.055486,2.740358,1.055486,1.055486,1.055486,1.055486
CBM_C_HWP_LLP,40.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_LLP,41.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_C_HWP_LLP,43.0,0.6960649,0.6960649,0.6960649,1.807193,0.6960649,0.6960649,0.6960649,0.6960649
CBM_C_HWP_LLP,44.0,1.870824,1.870824,1.870824,4.857219,1.870824,1.870824,1.870824,1.870824
CBM_C_HWP_LLP,45.0,1.846037,1.846037,1.846037,4.792866,1.846037,1.846037,1.846037,1.846037
CBM_D_HWP_Base,1.0,1.390666,1.390666,1.390666,2.65751,1.390666,1.390666,1.390666,1.390666
CBM_D_HWP_Base,2.0,0.5985599,0.5985599,0.5985599,1.143825,0.5985599,0.5985599,0.5985599,0.5985599
CBM_D_HWP_Base,3.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_Base,4.0,0.7585554,0.7585554,0.7585554,1.44957,0.7585554,0.7585554,0.7585554,0.7585554
CBM_D_HWP_Base,5.0,2.488994,2.488994,2.488994,4.756373,2.488994,2.488994,2.488994,2.488994
CBM_D_HWP_Base,7.0,2.488724,2.488724,2.488724,4.755856,2.488724,2.488724,2.488724,2.488724
CBM_D_HWP_Base,8.0,2.506798,2.506798,2.506798,4.790395,2.506798,2.506798,2.506798,2.506798
CBM_D_HWP_Base,9.0,0.7120307,0.7120307,0.7120307,1.360664,0.7120307,0.7120307,0.7120307,0.7120307
CBM_D_HWP_Base,10.0,2.525301,2.525301,2.525301,4.825753,2.525301,2.525301,2.525301,2.525301
CBM_D_HWP_Base,11.0,1.151257,1.151257,1.151257,2.200009,1.151257,1.151257,1.151257,1.151257
CBM_D_HWP_Base,12.0,2.497717,2.497717,2.497717,4.773042,2.497717,2.497717,2.497717,2.497717
CBM_D_HWP_Base,13.0,0.7937739,0.7937739,0.7937739,1.516872,0.7937739,0.7937739,0.7937739,0.7937739
CBM_D_HWP_Base,14.0,2.533588,2.533588,2.533588,4.841589,2.533588,2.533588,2.533588,2.533588
CBM_D_HWP_Base,15.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_Base,16.0,0.7399412,0.7399412,0.7399412,1.413999,0.7399412,0.7399412,0.7399412,0.7399412
CBM_D_HWP_Base,17.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_Base,18.0,2.513164,2.513164,2.513164,4.802559,2.513164,2.513164,2.513164,2.513164
CBM_D_HWP_Base,19.0,1.035808,1.035808,1.035808,1.97939,1.035808,1.035808,1.035808,1.035808
CBM_D_HWP_Base,20.0,0.7186908,0.7186908,0.7186908,1.373391,0.7186908,0.7186908,0.7186908,0.7186908
CBM_D_HWP_Base,21.0,1.368543,1.368543,1.368543,2.615232,1.368543,1.368543,1.368543,1.368543
CBM_D_HWP_Base,22.0,2.026155,2.026155,2.026155,3.871904,2.026155,2.026155,2.026155,2.026155
CBM_D_HWP_Base,23.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_Base,24.0,2.485584,2.485584,2.485584,4.749856,2.485584,2.485584,2.485584,2.485584
CBM_D_HWP_Base,25.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_Base,26.0,2.538131,2.538131,2.538131,4.85027,2.538131,2.538131,2.538131,2.538131
CBM_D_HWP_Base,27.0,0.6795453,0.6795453,0.6795453,1.298585,0.6795453,0.6795453,0.6795453,0.6795453
CBM_D_HWP_Base,29.0,2.503213,2.503213,2.503213,4.783545,2.503213,2.503213,2.503213,2.503213
CBM_D_HWP_Base,30.0,1.735582,1.735582,1.735582,3.316632,1.735582,1.735582,1.735582,1.735582
CBM_D_HWP_Base,31.0,2.011203,2.011203,2.011203,3.843332,2.011203,2.011203,2.011203,2.011203
CBM_D_HWP_Base,33.0,1.251152,1.251152,1.251152,2.390904,1.251152,1.251152,1.251152,1.251152
CBM_D_HWP_Base,37.0,0.9601036,0.9601036,0.9601036,1.834721,0.9601036,0.9601036,0.9601036,0.9601036
CBM_D_HWP_Base,38.0,1.643309,1.643309,1.643309,3.140301,1.643309,1.643309,1.643309,1.643309
CBM_D_HWP_Base,39.0,1.43402,1.43402,1.43402,2.740358,1.43402,1.43402,1.43402,1.43402
CBM_D_HWP_Base,40.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_Base,41.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_Base,43.0,0.9456983,0.9456983,0.9456983,1.807193,0.9456983,0.9456983,0.9456983,0.9456983
CBM_D_HWP_Base,44.0,2.541767,2.541767,2.541767,4.857219,2.541767,2.541767,2.541767,2.541767
CBM_D_HWP_Base,45.0,2.508091,2.508091,2.508091,4.792866,2.508091,2.508091,2.508091,2.508091
CBM_D_HWP_LLP,1.0,1.547575,1.547575,1.547575,2.957356,1.547575,1.547575,1.547575,1.547575
CBM_D_HWP_LLP,2.0,0.6119453,0.6119453,0.6119453,1.169404,0.6119453,0.6119453,0.6119453,0.6119453
CBM_D_HWP_LLP,3.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_LLP,4.0,0.7058753,0.7058753,0.7058753,1.348901,0.7058753,0.7058753,0.7058753,0.7058753
CBM_D_HWP_LLP,5.0,2.500871,2.500871,2.500871,4.779068,2.500871,2.500871,2.500871,2.500871
CBM_D_HWP_LLP,7.0,2.499681,2.499681,2.499681,4.776794,2.499681,2.499681,2.499681,2.499681
CBM_D_HWP_LLP,8.0,2.435536,2.435536,2.435536,4.654215,2.435536,2.435536,2.435536,2.435536
CBM_D_HWP_LLP,9.0,0.7560047,0.7560047,0.7560047,1.444696,0.7560047,0.7560047,0.7560047,0.7560047
CBM_D_HWP_LLP,10.0,2.509375,2.509375,2.509375,4.795319,2.509375,2.509375,2.509375,2.509375
CBM_D_HWP_LLP,11.0,1.267809,1.267809,1.267809,2.422734,1.267809,1.267809,1.267809,1.267809
CBM_D_HWP_LLP,12.0,2.528097,2.528097,2.528097,4.831096,2.528097,2.528097,2.528097,2.528097
CBM_D_HWP_LLP,13.0,0.7562646,0.7562646,0.7562646,1.445193,0.7562646,0.7562646,0.7562646,0.7562646
CBM_D_HWP_LLP,14.0,2.526402,2.526402,2.526402,4.827858,2.526402,2.526402,2.526402,2.526402
CBM_D_HWP_LLP,15.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_LLP,16.0,0.7289009,0.7289009,0.7289009,1.392902,0.7289009,0.7289009,0.7289009,0.7289009
CBM_D_HWP_LLP,17.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_LLP,18.0,2.521154,2.521154,2.521154,4.817829,2.521154,2.521154,2.521154,2.521154
CBM_D_HWP_LLP,19.0,1.05948,1.05948,1.05948,2.024626,1.05948,1.05948,1.05948,1.05948
CBM_D_HWP_LLP,20.0,0.7549538,0.7549538,0.7549538,1.442688,0.7549538,0.7549538,0.7549538,0.7549538
CBM_D_HWP_LLP,21.0,1.518278,1.518278,1.518278,2.901371,1.518278,1.518278,1.518278,1.518278
CBM_D_HWP_LLP,22.0,2.468183,2.468183,2.468183,4.716604,2.468183,2.468183,2.468183,2.468183
CBM_D_HWP_LLP,23.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_LLP,24.0,2.494885,2.494885,2.494885,4.76763,2.494885,2.494885,2.494885,2.494885
CBM_D_HWP_LLP,25.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_LLP,26.0,2.541876,2.541876,2.541876,4.857428,2.541876,2.541876,2.541876,2.541876
CBM_D_HWP_LLP,27.0,0.7073222,0.7073222,0.7073222,1.351666,0.7073222,0.7073222,0.7073222,0.7073222
CBM_D_HWP_LLP,29.0,2.525399,2.525399,2.525399,4.825941,2.525399,2.525399,2.525399,2.525399
CBM_D_HWP_LLP,30.0,1.926566,1.926566,1.926566,3.681594,1.926566,1.926566,1.926566,1.926566
CBM_D_HWP_LLP,31.0,2.030554,2.030554,2.030554,3.88031,2.030554,2.030554,2.030554,2.030554
CBM_D_HWP_LLP,33.0,1.383364,1.383364,1.383364,2.643555,1.383364,1.383364,1.383364,1.383364
CBM_D_HWP_LLP,37.0,1.01591,1.01591,1.01591,1.941365,1.01591,1.01591,1.01591,1.01591
CBM_D_HWP_LLP,38.0,2.067713,2.067713,2.067713,3.951321,2.067713,2.067713,2.067713,2.067713
CBM_D_HWP_LLP,39.0,1.547511,1.547511,1.547511,2.957235,1.547511,1.547511,1.547511,1.547511
CBM_D_HWP_LLP,40.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_LLP,41.0,0.5337626,0.5337626,0.5337626,1.02,0.5337626,0.5337626,0.5337626,0.5337626
CBM_D_HWP_LLP,43.0,1.0263,1.0263,1.0263,1.96122,1.0263,1.0263,1.0263,1.0263
CBM_D_HWP_LLP,44.0,2.541882,2.541882,2.541882,4.857439,2.541882,2.541882,2.541882,2.541882
CBM_D_HWP_LLP,45.0,2.50129,2.50129,2.50129,4.779869,2.50129,2.50129,2.50129,2.50129
CBM_OG_HWP_Base,1.0,1.023576,1.023576,1.023576,2.65751,1.023576,1.023576,1.023576,1.023576
CBM_OG_HWP_Base,2.0,0.4405597,0.4405597,0.4405597,1.143825,0.4405597,0.4405597,0.4405597,0.4405597
CBM_OG_HWP_Base,3.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_OG_HWP_Base,4.0,0.5583216,0.5583216,0.5583216,1.44957,0.5583216,0.5583216,0.5583216,0.5583216
CBM_OG_HWP_Base,5.0,1.831981,1.831981,1.831981,4.756373,1.831981,1.831981,1.831981,1.831981
CBM_OG_HWP_Base,7.0,1.831782,1.831782,1.831782,4.755856,1.831782,1.831782,1.831782,1.831782
CBM_OG_HWP_Base,8.0,1.845085,1.845085,1.845085,4.790395,1.845085,1.845085,1.845085,1.845085
CBM_OG_HWP_Base,9.0,0.524078,0.524078,0.524078,1.360664,0.524078,0.524078,0.524078,0.524078
CBM_OG_HWP_Base,10.0,1.858704,1.858704,1.858704,4.825753,1.858704,1.858704,1.858704,1.858704
CBM_OG_HWP_Base,11.0,0.8473631,0.8473631,0.8473631,2.200009,0.8473631,0.8473631,0.8473631,0.8473631
CBM_OG_HWP_Base,12.0,1.838402,1.838402,1.838402,4.773042,1.838402,1.838402,1.838402,1.838402
CBM_OG_HWP_Base,13.0,0.5842435,0.5842435,0.5842435,1.516872,0.5842435,0.5842435,0.5842435,0.5842435
CBM_OG_HWP_Base,14.0,1.864804,1.864804,1.864804,4.841589,1.864804,1.864804,1.864804,1.864804
CBM_OG_HWP_Base,15.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_OG_HWP_Base,16.0,0.5446209,0.5446209,0.5446209,1.413999,0.5446209,0.5446209,0.5446209,0.5446209
CBM_OG_HWP_Base,17.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_OG_HWP_Base,18.0,1.849771,1.849771,1.849771,4.802559,1.849771,1.849771,1.849771,1.849771
CBM_OG_HWP_Base,19.0,0.7623888,0.7623888,0.7623888,1.97939,0.7623888,0.7623888,0.7623888,0.7623888
CBM_OG_HWP_Base,20.0,0.52898,0.52898,0.52898,1.373391,0.52898,0.52898,0.52898,0.52898
CBM_OG_HWP_Base,21.0,1.007292,1.007292,1.007292,2.615232,1.007292,1.007292,1.007292,1.007292
CBM_OG_HWP_Base,22.0,1.491316,1.491316,1.491316,3.871904,1.491316,1.491316,1.491316,1.491316
CBM_OG_HWP_Base,23.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_OG_HWP_Base,24.0,1.829471,1.829471,1.829471,4.749856,1.829471,1.829471,1.829471,1.829471
CBM_OG_HWP_Base,25.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_OG_HWP_Base,26.0,1.868147,1.868147,1.868147,4.85027,1.868147,1.868147,1.868147,1.868147
CBM_OG_HWP_Base,27.0,0.5001675,0.5001675,0.5001675,1.298585,0.5001675,0.5001675,0.5001675,0.5001675
CBM_OG_HWP_Base,29.0,1.842447,1.842447,1.842447,4.783545,1.842447,1.842447,1.842447,1.842447
CBM_OG_HWP_Base,30.0,1.277445,1.277445,1.277445,3.316632,1.277445,1.277445,1.277445,1.277445
CBM_OG_HWP_Base,31.0,1.480311,1.480311,1.480311,3.843332,1.480311,1.480311,1.480311,1.480311
CBM_OG_HWP_Base,33.0,0.9208889,0.9208889,0.9208889,2.390904,0.9208889,0.9208889,0.9208889,0.9208889
CBM_OG_HWP_Base,37.0,0.7066677,0.7066677,0.7066677,1.834721,0.7066677,0.7066677,0.7066677,0.7066677
CBM_OG_HWP_Base,38.0,1.209529,1.209529,1.209529,3.140301,1.209529,1.209529,1.209529,1.209529
CBM_OG_HWP_Base,39.0,1.055486,1.055486,1.055486,2.740358,1.055486,1.055486,1.055486,1.055486
CBM_OG_HWP_Base,40.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_OG_HWP_Base,41.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_OG_HWP_Base,43.0,0.6960649,0.6960649,0.6960649,1.807193,0.6960649,0.6960649,0.6960649,0.6960649
CBM_OG_HWP_Base,44.0,1.870824,1.870824,1.870824,4.857219,1.870824,1.870824,1.870824,1.870824
CBM_OG_HWP_Base,45.0,1.846037,1.846037,1.846037,4.792866,1.846037,1.846037,1.846037,1.846037
CBM_OG_HWP_LLP,1.0,1.023576,1.023576,1.023576,2.65751,1.023576,1.023576,1.023576,1.023576
CBM_OG_HWP_LLP,2.0,0.4405597,0.4405597,0.4405597,1.143825,0.4405597,0.4405597,0.4405597,0.4405597
CBM_OG_HWP_LLP,3.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_OG_HWP_LLP,4.0,0.5583216,0.5583216,0.5583216,1.44957,0.5583216,0.5583216,0.5583216,0.5583216
CBM_OG_HWP_LLP,5.0,1.831981,1.831981,1.831981,4.756373,1.831981,1.831981,1.831981,1.831981
CBM_OG_HWP_LLP,7.0,1.831782,1.831782,1.831782,4.755856,1.831782,1.831782,1.831782,1.831782
CBM_OG_HWP_LLP,8.0,1.845085,1.845085,1.845085,4.790395,1.845085,1.845085,1.845085,1.845085
CBM_OG_HWP_LLP,9.0,0.524078,0.524078,0.524078,1.360664,0.524078,0.524078,0.524078,0.524078
CBM_OG_HWP_LLP,10.0,1.858704,1.858704,1.858704,4.825753,1.858704,1.858704,1.858704,1.858704
CBM_OG_HWP_LLP,11.0,0.8473631,0.8473631,0.8473631,2.200009,0.8473631,0.8473631,0.8473631,0.8473631
CBM_OG_HWP_LLP,12.0,1.838402,1.838402,1.838402,4.773042,1.838402,1.838402,1.838402,1.838402
CBM_OG_HWP_LLP,13.0,0.5842435,0.5842435,0.5842435,1.516872,0.5842435,0.5842435,0.5842435,0.5842435
CBM_OG_HWP_LLP,14.0,1.864804,1.864804,1.864804,4.841589,1.864804,1.864804,1.864804,1.864804
CBM_OG_HWP_LLP,15.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_OG_HWP_LLP,16.0,0.5446209,0.5446209,0.5446209,1.413999,0.5446209,0.5446209,0.5446209,0.5446209
CBM_OG_HWP_LLP,17.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_OG_HWP_LLP,18.0,1.849771,1.849771,1.849771,4.802559,1.849771,1.849771,1.849771,1.849771
CBM_OG_HWP_LLP,19.0,0.7623888,0.7623888,0.7623888,1.97939,0.7623888,0.7623888,0.7623888,0.7623888
CBM_OG_HWP_LLP,20.0,0.52898,0.52898,0.52898,1.373391,0.52898,0.52898,0.52898,0.52898
CBM_OG_HWP_LLP,21.0,1.007292,1.007292,1.007292,2.615232,1.007292,1.007292,1.007292,1.007292
CBM_OG_HWP_LLP,22.0,1.491316,1.491316,1.491316,3.871904,1.491316,1.491316,1.491316,1.491316
CBM_OG_HWP_LLP,23.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_OG_HWP_LLP,24.0,1.829471,1.829471,1.829471,4.749856,1.829471,1.829471,1.829471,1.829471
CBM_OG_HWP_LLP,25.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
CBM_OG_HWP_LLP,26.0,1.868147,1.868147,1.868147,4.85027,1.868147,1.868147,1.868147,1.868147
CBM_OG_HWP_LLP,27.0,0.5001675,0.5001675,0.5001675,1.298585,0.5001675,0.5001675,0.5001675,0.5001675
CBM_OG_HWP_LLP,29.0,1.842447,1.842447,1.842447,4.783545,1.842447,1.842447,1.842447,1.842447
CBM_OG_HWP_LLP,30.0,1.277445,1.277445,1.277445,3.316632,1.277445,1.277445,1.277445,1.277445
CBM_OG_HWP_LLP,31.0,1.480311,1.480311,1.480311,3.843332,1.480311,1.480311,1.480311,1.480311
CBM_OG_HWP_LLP,33.0,0.9208889,0.9208889,0.9208889,2.390904,0.9208889,0.9208889,0.9208889,0.9208889
CBM_OG_HWP_LLP,37.0,0.7066677,0.7066677,0.7066677,1.834721,0.7066677,0.7066677,0.7066677,0.7066677
CBM_OG_HWP_LLP,38.0,1.209529,1.209529,1.209529,3.140301,1.209529,1.209529,1.209529,1.209529
CBM_OG_HWP_LLP,39.0,1.055486,1.055486,1.055486,2.740358,1.055486,1.055486,1.055486,1.055486
CBM_OG_HWP_LLP,40.0,0.3928668,0.3928668,0.3928668,1.02,0.3928668,0.3928668,0.3928668,0.3928668
